"","Rank","Title","Runtime","Genre","Rating","Metascore","Votes","Director","Actor","Gross"
"225",25,"Neighbors","94 min","Comedy",5.6,47,7802,"John G. Avildsen","John Belushi","$29.92M"
"226",26,"Fort Apache the Bronx","125 min","Crime, Drama",6.7,49,6028,"Daniel Petrie","Paul Newman","$29.20M"
"227",27,"Private Lessons","87 min","Comedy",5.2,34,3593,"Alan Myerson","Sylvia Kristel","$26.28M"
"228",28,"Modern Problems","93 min","Comedy, Fantasy, Sci-Fi",5.1,27,5103,"Ken Shapiro","Chevy Chase","$26.15M"
"229",29,"Only When I Laugh","120 min","Comedy, Drama",6.5,NA,1398,"Glenn Jordan","Marsha Mason","$25.78M"
"230",30,"Halloween II","92 min","Horror",6.5,40,79056,"Rick Rosenthal","Jamie Lee Curtis","$25.53M"
"231",31,"Escape from New York","99 min","Action, Adventure, Sci-Fi",7.2,76,133617,"John Carpenter","Kurt Russell","$25.24M"
"232",32,"Body Heat","113 min","Crime, Drama, Romance",7.4,77,33204,"Lawrence Kasdan","William Hurt","$24.06M"
"233",33,"Graduation Day","96 min","Horror, Mystery, Thriller",4.9,NA,3848,"Herb Freed","Christopher George","$23.89M"
"234",34,"Ghost Story","110 min","Drama, Horror, Thriller",6.3,NA,8137,"John Irvin","Craig Wasson","$23.37M"
"235",35,"The French Lieutenant's Woman","124 min","Drama, Romance",7,64,13021,"Karel Reisz","Meryl Streep","$22.60M"
"236",36,"Friday the 13th Part 2","87 min","Horror, Mystery, Thriller",6.1,26,62913,"Steve Miner","Betsy Palmer","$21.72M"
"237",37,"Ragtime","155 min","Drama",7.3,57,9302,"Milos Forman","James Cagney","$21.02M"
"238",38,"Quest for Fire","100 min","Adventure, Drama, History",7.3,79,21590,"Jean-Jacques Annaud","Everett McGill","$20.96M"
"239",39,"The Final Conflict","108 min","Horror",5.6,34,19431,"Graham Baker","Sam Neill","$20.47M"
"240",40,"The Incredible Shrinking Woman","88 min","Comedy, Sci-Fi",5.5,NA,4619,"Joel Schumacher","Lily Tomlin","$20.26M"
"241",41,"Mommie Dearest","129 min","Biography, Drama",6.7,55,15283,"Frank Perry","Faye Dunaway","$19.03M"
"242",42,"Paternity","94 min","Comedy, Romance",4.9,45,967,"David Steinberg","Burt Reynolds","$18.84M"
"243",43,"Under the Rainbow","98 min","Comedy",5.4,NA,2676,"Steve Rash","Chevy Chase","$18.83M"
"244",44,"The Howling","91 min","Horror",6.6,68,32943,"Joe Dante","Dee Wallace","$17.99M"
"245",45,"Eye of the Needle","112 min","Romance, Thriller, War",7.1,61,10148,"Richard Marquand","Donald Sutherland","$17.58M"
"246",46,"Take This Job and Shove It","100 min","Comedy",5,NA,810,"Gus Trikonis","Robert Hays","$17.57M"
"247",47,"Outland","109 min","Action, Crime, Sci-Fi",6.6,48,28596,"Peter Hyams","Sean Connery","$17.37M"
"248",48,"The Devil and Max Devlin","96 min","Comedy, Family, Fantasy",5,NA,1266,"Steven Hilliard Stern","Elliott Gould","$16.00M"
"249",49,"Caveman","91 min","Comedy, Romance",5.8,55,7497,"Carl Gottlieb","Ringo Starr","$15.97M"
"250",50,"Continental Divide","103 min","Comedy, Romance",6.2,64,4947,"Michael Apted","John Belushi","$15.58M"
"251",1,"E.T. the Extra-Terrestrial","115 min","Family, Sci-Fi",7.8,91,386729,"Steven Spielberg","Henry Thomas","$435.11M"
"252",2,"Tootsie","116 min","Comedy, Drama, Romance",7.4,88,101701,"Sydney Pollack","Dustin Hoffman","$177.20M"
"253",3,"An Officer and a Gentleman","124 min","Drama, Romance",7,75,53839,"Taylor Hackford","Richard Gere","$129.80M"
"254",4,"Rocky III","99 min","Drama, Sport",6.8,57,181027,"Sylvester Stallone","Sylvester Stallone","$125.05M"
"255",5,"Star Trek II: The Wrath of Khan","113 min","Action, Adventure, Sci-Fi",7.7,67,116293,"Nicholas Meyer","William Shatner","$78.91M"
"256",6,"48 Hrs.","96 min","Action, Comedy, Crime",6.9,71,74071,"Walter Hill","Nick Nolte","$78.87M"
"257",7,"Poltergeist","114 min","Horror, Thriller",7.3,79,150599,"Tobe Hooper","JoBeth Williams","$76.61M"
"258",8,"The Best Little Whorehouse in Texas","114 min","Comedy, Musical",6,40,11706,"Colin Higgins","Burt Reynolds","$69.70M"
"259",9,"Annie","127 min","Comedy, Drama, Family",6.6,39,42113,"John Huston","Aileen Quinn","$57.06M"
"260",10,"The Verdict","129 min","Drama",7.7,77,37950,"Sidney Lumet","Paul Newman","$54.00M"
"261",11,"Gandhi","191 min","Biography, Drama, History",8,79,223462,"Richard Attenborough","Ben Kingsley","$52.77M"
"262",12,"First Blood","93 min","Action, Adventure",7.7,61,237522,"Ted Kotcheff","Sylvester Stallone","$47.21M"
"263",13,"The Toy","102 min","Comedy",5.8,16,12995,"Richard Donner","Richard Pryor","$47.12M"
"264",14,"Firefox","136 min","Action, Adventure, Thriller",6,44,26276,"Clint Eastwood","Clint Eastwood","$46.71M"
"265",15,"The Dark Crystal","93 min","Adventure, Family, Fantasy",7.2,66,64149,"Jim Henson","Jim Henson","$40.58M"
"266",16,"Conan the Barbarian","129 min","Action, Adventure, Fantasy",6.9,43,142329,"John Milius","Arnold Schwarzenegger","$39.57M"
"267",17,"The Sword and the Sorcerer","99 min","Action, Adventure, Fantasy",5.6,39,5899,"Albert Pyun","Lee Horsley","$39.10M"
"268",18,"Best Friends","116 min","Comedy, Drama, Romance",5.5,70,2807,"Norman Jewison","Burt Reynolds","$36.82M"
"269",19,"Friday the 13th Part III","95 min","Horror, Thriller",5.7,30,50097,"Steve Miner","Dana Kimmell","$36.69M"
"270",20,"Richard Pryor: Live on the Sunset Strip","82 min","Comedy",7.7,NA,4033,"Joe Layton","Richard Pryor","$36.30M"
"271",21,"Tron","96 min","Action, Adventure, Sci-Fi",6.8,58,116621,"Steven Lisberger","Jeff Bridges","$33.00M"
"272",22,"Blade Runner","117 min","Action, Sci-Fi, Thriller",8.1,84,720459,"Ridley Scott","Harrison Ford","$32.87M"
"273",23,"Young Doctors in Love","96 min","Comedy",5.5,NA,3152,"Garry Marshall","Michael McKean","$30.69M"
"274",24,"Sophie's Choice","150 min","Drama, Romance",7.6,68,45741,"Alan J. Pakula","Meryl Streep","$30.04M"
"275",25,"The World According to Garp","136 min","Comedy, Drama",7.2,63,25879,"George Roy Hill","Robin Williams","$29.71M"
"276",26,"Airplane II: The Sequel","85 min","Comedy, Sci-Fi",6.2,48,50932,"Ken Finkleman","Robert Hays","$27.15M"
"277",27,"Fast Times at Ridgemont High","90 min","Comedy, Drama",7.2,61,99676,"Amy Heckerling","Sean Penn","$27.09M"
"278",28,"Some Kind of Hero","97 min","Comedy, Crime, Drama",5.8,68,1516,"Michael Pressman","Richard Pryor","$23.67M"
"279",29,"Night Shift","106 min","Comedy",6.6,62,14974,"Ron Howard","Henry Winkler","$23.60M"
"280",30,"Pink Floyd: The Wall","95 min","Drama, Fantasy, Music",8,47,78462,"Alan Parker","Bob Geldof","$22.24M"
"281",31,"Victor Victoria","134 min","Comedy, Music, Romance",7.6,84,20417,"Blake Edwards","Julie Andrews","$21.93M"
"282",32,"Things Are Tough All Over","90 min","Action, Comedy",6,40,3273,"Thomas K. Avildsen","Toni Attell","$21.13M"
"283",33,"Creepshow","120 min","Comedy, Fantasy, Horror",6.9,59,44658,"George A. Romero","Hal Holbrook","$21.03M"
"284",34,"The Man from Snowy River","102 min","Adventure, Drama, Romance",7.3,63,8468,"George Miller","Kirk Douglas","$20.66M"
"285",35,"Six Pack","108 min","Comedy, Drama, Sport",5.9,45,2860,"Daniel Petrie","Kenny Rogers","$20.23M"
"286",36,"My Favorite Year","92 min","Comedy, Drama",7.4,62,9273,"Richard Benjamin","Peter O'Toole","$20.12M"
"287",37,"Deathtrap","116 min","Comedy, Crime, Mystery",7,54,12886,"Sidney Lumet","Michael Caine","$19.28M"
"288",38,"Dead Men Don't Wear Plaid","88 min","Comedy, Crime, Mystery",6.9,67,21257,"Carl Reiner","Steve Martin","$18.20M"
"289",39,"Zapped!","98 min","Comedy, Fantasy, Sci-Fi",4.9,10,6722,"Robert J. Rosenthal","Scott Baio","$16.90M"
"290",40,"They Call Me Bruce","87 min","Action, Comedy",5.7,NA,1578,"Elliott Hong","Johnny Yune","$16.89M"
"291",41,"Death Wish II","89 min","Action, Crime, Drama",6,11,15400,"Michael Winner","Charles Bronson","$16.10M"
"292",42,"Kiss Me Goodbye","101 min","Comedy, Fantasy, Romance",6,NA,2065,"Robert Mulligan","Sally Field","$15.78M"
"293",43,"Grease 2","115 min","Comedy, Drama, Musical",4.4,52,34248,"Patricia Birch","Michelle Pfeiffer","$15.17M"
"294",44,"Halloween III: Season of the Witch","98 min","Horror, Mystery, Sci-Fi",5,50,46091,"Tommy Lee Wallace","Tom Atkins","$14.40M"
"295",45,"Diner","110 min","Comedy, Drama",7.1,82,20251,"Barry Levinson","Steve Guttenberg","$14.10M"
"296",46,"The Beastmaster","118 min","Action, Adventure, Fantasy",6.2,18,22073,"Don Coscarelli","Marc Singer","$14.06M"
"297",47,"Missing","122 min","Biography, Drama, History",7.7,78,20724,"Costa-Gavras","Jack Lemmon","$14.00M"
"298",48,"The Thing","109 min","Horror, Mystery, Sci-Fi",8.1,57,390156,"John Carpenter","Kurt Russell","$13.78M"
"299",49,"The Entity","125 min","Drama, Horror",6.7,35,15706,"Sidney J. Furie","Barbara Hershey","$13.28M"
"300",50,"Visiting Hours","103 min","Horror, Thriller",5.7,NA,4004,"Jean-Claude Lord","Michael Ironside","$13.26M"
"301",1,"Star Wars: Episode VI - Return of the Jedi","131 min","Action, Adventure, Fantasy",8.3,58,984881,"Richard Marquand","Mark Hamill","$309.13M"
"302",2,"Terms of Endearment","132 min","Comedy, Drama",7.4,79,57640,"James L. Brooks","Shirley MacLaine","$108.42M"
"303",3,"Flashdance","95 min","Drama, Music, Romance",6.2,39,50352,"Adrian Lyne","Jennifer Beals","$94.90M"
"304",4,"Trading Places","116 min","Comedy",7.5,69,143001,"John Landis","Eddie Murphy","$90.40M"
"305",5,"WarGames","114 min","Action, Adventure, Drama",7.1,77,94742,"John Badham","Matthew Broderick","$79.57M"
"306",6,"Octopussy","131 min","Action, Adventure, Thriller",6.5,63,100313,"John Glen","Roger Moore","$67.90M"
"307",7,"Sudden Impact","117 min","Action, Crime, Thriller",6.6,52,42899,"Clint Eastwood","Clint Eastwood","$67.64M"
"308",8,"Staying Alive","93 min","Drama, Music, Romance",4.7,23,15341,"Sylvester Stallone","John Travolta","$64.89M"
"309",9,"Mr. Mom","91 min","Comedy, Drama",6.6,50,22504,"Stan Dragoti","Michael Keaton","$64.80M"
"310",10,"Risky Business","99 min","Comedy, Crime, Drama",6.8,75,84794,"Paul Brickman","Tom Cruise","$63.50M"
"311",11,"National Lampoon's Vacation","98 min","Adventure, Comedy",7.4,55,101883,"Harold Ramis","Chevy Chase","$61.40M"
"312",12,"Superman III","125 min","Action, Adventure, Comedy",5,44,67753,"Richard Lester","Christopher Reeve","$59.95M"
"313",13,"The Big Chill","105 min","Comedy, Drama",7.2,61,35005,"Lawrence Kasdan","Tom Berenger","$56.20M"
"314",14,"Never Say Never Again","134 min","Action, Adventure, Thriller",6.2,68,64438,"Irvin Kershner","Sean Connery","$55.50M"
"315",15,"Scarface","170 min","Crime, Drama",8.3,65,777032,"Brian De Palma","Al Pacino","$45.60M"
"316",16,"Jaws 3-D","99 min","Adventure, Horror, Thriller",3.7,27,41969,"Joe Alves","Dennis Quaid","$45.52M"
"317",17,"Blue Thunder","109 min","Action, Crime, Drama",6.4,66,19942,"John Badham","Roy Scheider","$42.31M"
"318",18,"Yentl","133 min","Drama, Musical, Romance",6.6,68,13467,"Barbra Streisand","Barbra Streisand","$40.22M"
"319",19,"Silkwood","131 min","Biography, Drama, History",7.2,64,19359,"Mike Nichols","Meryl Streep","$35.62M"
"320",20,"Psycho II","113 min","Crime, Horror, Mystery",6.5,54,25738,"Richard Franklin","Anthony Perkins","$34.73M"
"321",21,"Porky's II: The Next Day","98 min","Comedy",5.1,38,11602,"Bob Clark","Dan Monahan","$33.76M"
"322",22,"Uncommon Valor","105 min","Action, Drama, Thriller",6.4,38,9651,"Ted Kotcheff","Gene Hackman","$30.50M"
"323",23,"Never Cry Wolf","105 min","Adventure, Drama",7.5,NA,7968,"Carroll Ballard","Charles Martin Smith","$29.60M"
"324",24,"Twilight Zone: The Movie","101 min","Horror, Sci-Fi",6.5,44,36255,"Joe Dante","Dan Aykroyd","$29.50M"
"325",25,"Easy Money","95 min","Comedy",6.3,48,8543,"James Signorelli","Rodney Dangerfield","$29.31M"
"326",26,"High Road to China","105 min","Adventure, Drama, Romance",6.1,42,5274,"Brian G. Hutton","Tom Selleck","$28.40M"
"327",27,"The Outsiders","91 min","Crime, Drama",7.1,41,79542,"Francis Ford Coppola","C. Thomas Howell","$25.60M"
"328",28,"Spring Break","102 min","Comedy, Romance",4.9,17,3034,"Sean S. Cunningham","David Knell","$24.07M"
"329",29,"Two of a Kind","88 min","Comedy, Fantasy, Romance",4.7,5,4088,"John Herzfeld","John Travolta","$23.65M"
"330",30,"My Tutor","97 min","Comedy",5.2,17,3453,"George Bowers","Matt Lattanzi","$22.59M"
"331",31,"The Right Stuff","193 min","Adventure, Biography, Drama",7.8,91,59364,"Philip Kaufman","Sam Shepard","$21.50M"
"332",32,"Cujo","93 min","Horror, Thriller",6.1,57,43027,"Lewis Teague","Dee Wallace","$21.20M"
"333",33,"Christine","110 min","Horror, Thriller",6.7,57,76391,"John Carpenter","Keith Gordon","$21.20M"
"334",34,"The Dead Zone","103 min","Drama, Horror, Sci-Fi",7.2,69,66059,"David Cronenberg","Christopher Walken","$20.77M"
"335",35,"A Christmas Story","93 min","Comedy, Family",7.9,77,136784,"Bob Clark","Peter Billingsley","$20.61M"
"336",36,"Hot Dog... The Movie","96 min","Comedy, Romance, Sport",5,39,3326,"Peter Markle","David Naughton","$20.31M"
"337",37,"Breathless","100 min","Action, Drama, Romance",5.9,52,9024,"Jim McBride","Richard Gere","$19.91M"
"338",38,"Max Dugan Returns","98 min","Comedy, Drama",6.6,NA,3487,"Herbert Ross","Jason Robards","$17.61M"
"339",39,"Angel","94 min","Action, Crime, Thriller",5.7,NA,3040,"Robert Vincent O'Neil","Cliff Gorman","$17.49M"
"340",40,"All the Right Moves","91 min","Drama, Romance, Sport",5.9,62,17712,"Michael Chapman","Tom Cruise","$17.23M"
"341",41,"Valley Girl","99 min","Comedy, Romance",6.4,66,14396,"Martha Coolidge","Nicolas Cage","$16.80M"
"342",42,"Krull","121 min","Action, Adventure, Fantasy",6.1,45,31645,"Peter Yates","Ken Marshall","$16.52M"
"343",43,"Spacehunter: Adventures in the Forbidden Zone","90 min","Action, Adventure, Sci-Fi",5.5,NA,5707,"Lamont Johnson","Peter Strauss","$16.48M"
"344",44,"Richard Pryor... Here and Now","83 min","Comedy",7.3,NA,2261,"Richard Pryor","Richard Pryor","$16.16M"
"345",45,"D.C. Cab","100 min","Action, Comedy",5.5,46,4604,"Joel Schumacher","Max Gail","$16.13M"
"346",46,"Gorky Park","128 min","Crime, Drama, Mystery",6.7,60,13472,"Michael Apted","William Hurt","$15.90M"
"347",47,"The Meaning of Life","107 min","Comedy, Musical",7.5,72,116622,"Terry Jones","John Cleese","$14.93M"
"348",48,"Still Smokin","91 min","Comedy, Music",5.6,4,7579,"Tommy Chong","Cheech Marin","$14.75M"
"349",49,"Educating Rita","110 min","Comedy, Drama",7.2,52,13423,"Lewis Gilbert","Michael Caine","$14.65M"
"350",50,"Private School","89 min","Comedy, Romance",5.3,25,6241,"Noel Black","Phoebe Cates","$14.05M"
"351",1,"Ghostbusters","105 min","Action, Comedy, Fantasy",7.8,71,372397,"Ivan Reitman","Bill Murray","$238.63M"
"352",2,"Beverly Hills Cop","105 min","Action, Comedy, Crime",7.3,66,173791,"Martin Brest","Eddie Murphy","$234.76M"
"353",3,"Indiana Jones and the Temple of Doom","118 min","Action, Adventure",7.5,57,464584,"Steven Spielberg","Harrison Ford","$179.87M"
"354",4,"Gremlins","106 min","Comedy, Fantasy, Horror",7.3,70,207262,"Joe Dante","Zach Galligan","$148.17M"
"355",5,"The Karate Kid","126 min","Action, Drama, Family",7.3,60,208004,"John G. Avildsen","Ralph Macchio","$90.82M"
"356",6,"Police Academy","96 min","Comedy",6.7,41,119470,"Hugh Wilson","Steve Guttenberg","$81.20M"
"357",7,"Footloose","107 min","Drama, Music, Romance",6.6,42,74834,"Herbert Ross","Kevin Bacon","$80.04M"
"358",8,"Romancing the Stone","106 min","Action, Adventure, Comedy",6.9,63,87762,"Robert Zemeckis","Michael Douglas","$76.57M"
"359",9,"Star Trek III: The Search for Spock","105 min","Action, Adventure, Sci-Fi",6.7,56,77447,"Leonard Nimoy","William Shatner","$76.47M"
"360",10,"Purple Rain","111 min","Drama, Music, Romance",6.5,55,20610,"Albert Magnoli","Prince","$68.39M"
"361",11,"Splash","111 min","Comedy, Fantasy, Romance",6.3,71,73558,"Ron Howard","Tom Hanks","$62.10M"
"362",12,"Amadeus","160 min","Biography, Drama, History",8.3,88,381802,"Milos Forman","F. Murray Abraham","$51.97M"
"363",13,"Tightrope","114 min","Crime, Mystery, Thriller",6.3,61,16907,"Richard Tuggle","Clint Eastwood","$48.14M"
"364",14,"The Natural","138 min","Drama, Sport",7.5,61,46586,"Barry Levinson","Robert Redford","$47.95M"
"365",15,"Greystoke: The Legend of Tarzan, Lord of the Apes","143 min","Adventure, Drama",6.4,62,19581,"Hugh Hudson","Christopher Lambert","$45.90M"
"366",16,"Revenge of the Nerds","90 min","Comedy",6.6,44,51268,"Jeff Kanew","Robert Carradine","$40.90M"
"367",17,"2010: The Year We Make Contact","116 min","Adventure, Mystery, Sci-Fi",6.8,53,51312,"Peter Hyams","Roy Scheider","$40.20M"
"368",18,"Breakin'","90 min","Comedy, Drama, Music",5.8,53,6167,"Joel Silberg","Lucinda Dickey","$38.68M"
"369",19,"Bachelor Party","105 min","Comedy",6.3,56,38339,"Neal Israel","Tom Hanks","$38.44M"
"370",20,"The Terminator","107 min","Action, Sci-Fi",8,84,820170,"James Cameron","Arnold Schwarzenegger","$38.40M"
"371",21,"Red Dawn","114 min","Action, Drama",6.4,53,53451,"John Milius","Patrick Swayze","$38.38M"
"372",22,"City Heat","93 min","Action, Comedy, Crime",5.5,39,9567,"Richard Benjamin","Clint Eastwood","$38.35M"
"373",23,"All of Me","93 min","Comedy, Fantasy, Romance",6.7,68,17702,"Carl Reiner","Steve Martin","$36.40M"
"374",24,"Ghoulies","81 min","Comedy, Fantasy, Horror",4.2,26,8774,"Luca Bercovici","Peter Liapis","$35.00M"
"375",25,"Places in the Heart","111 min","Drama",7.4,70,11309,"Robert Benton","Sally Field","$34.90M"
"376",26,"The Killing Fields","141 min","Biography, Drama, History",7.8,76,53647,"Roland Joffé","Sam Waterston","$34.70M"
"377",27,"Friday the 13th: The Final Chapter","91 min","Horror, Thriller",6,33,48208,"Joseph Zito","Erich Anderson","$32.98M"
"378",28,"Conan the Destroyer","103 min","Action, Adventure, Fantasy",5.9,53,78080,"Richard Fleischer","Arnold Schwarzenegger","$31.04M"
"379",29,"Dune","137 min","Action, Adventure, Sci-Fi",6.4,39,136598,"David Lynch","Kyle MacLachlan","$30.93M"
"380",30,"The Last Starfighter","101 min","Action, Adventure, Sci-Fi",6.8,67,40240,"Nick Castle","Lance Guest","$28.73M"
"381",31,"Starman","115 min","Romance, Sci-Fi",7,70,44924,"John Carpenter","Jeff Bridges","$28.70M"
"382",32,"Cannonball Run II","108 min","Action, Comedy",5.1,13,15593,"Hal Needham","Burt Reynolds","$28.08M"
"383",33,"Teachers","107 min","Comedy, Drama",6.1,39,4167,"Arthur Hiller","Nick Nolte","$27.77M"
"384",34,"A Passage to India","164 min","Adventure, Drama, History",7.3,78,18058,"David Lean","Judy Davis","$27.19M"
"385",35,"Protocol","96 min","Comedy",5.5,55,4755,"Herbert Ross","Goldie Hawn","$26.30M"
"386",36,"Micki + Maude","118 min","Comedy, Romance",6,64,2924,"Blake Edwards","Dudley Moore","$26.20M"
"387",37,"The Cotton Club","129 min","Crime, Drama, Music",6.5,68,17392,"Francis Ford Coppola","Richard Gere","$25.93M"
"388",38,"The Muppets Take Manhattan","94 min","Adventure, Comedy, Drama",6.9,64,20438,"Frank Oz","Jim Henson","$25.53M"
"389",39,"A Nightmare on Elm Street","91 min","Horror",7.5,76,216263,"Wes Craven","Heather Langenkamp","$25.50M"
"390",40,"The Woman in Red","87 min","Comedy, Romance",6,55,14857,"Gene Wilder","Gene Wilder","$25.31M"
"391",41,"Moscow on the Hudson","115 min","Comedy, Drama, Romance",6.5,67,11502,"Paul Mazursky","Robin Williams","$25.10M"
"392",42,"Against All Odds","128 min","Action, Adventure, Crime",5.9,42,11758,"Taylor Hackford","Rachel Ward","$25.10M"
"393",43,"The Flamingo Kid","100 min","Comedy, Drama, Romance",6.2,67,5249,"Garry Marshall","Matt Dillon","$23.86M"
"394",44,"Sixteen Candles","93 min","Comedy, Romance",7,61,109806,"John Hughes","Molly Ringwald","$23.69M"
"395",45,"Missing in Action","101 min","Action, Adventure, Drama",5.5,43,14573,"Joseph Zito","Chuck Norris","$22.81M"
"396",46,"A Soldier's Story","101 min","Crime, Drama, Mystery",7.2,66,9591,"Norman Jewison","Howard E. Rollins Jr.","$21.82M"
"397",47,"Oh, God! You Devil","97 min","Comedy, Fantasy",5.4,49,2437,"Paul Bogart","George Burns","$21.54M"
"398",48,"Rhinestone","111 min","Comedy, Music",3.9,36,7266,"Bob Clark","Sylvester Stallone","$21.44M"
"399",49,"Weekend Pass","88 min","Comedy",3.8,NA,477,"Lawrence Bassoff","Patrick Houser","$21.06M"
"400",50,"Top Secret!","90 min","Comedy, Music",7.2,68,63498,"Jim Abrahams","Val Kilmer","$20.50M"
"401",1,"Back to the Future","116 min","Adventure, Comedy, Sci-Fi",8.5,87,1110915,"Robert Zemeckis","Michael J. Fox","$210.61M"
